id,active,added_by,branch_id,added_date,is_primary,renew_date,card_number,charge_code,customer_id,expiry_date,reg_cleared,reg_id_temp,txn_enabled,migration_id,service_code,service_flag,account_alias,account_label,alert_enabled,currency_code,account_number,charge_remarks,account_type_id,is_trial_period,service_remarks,is_account_owner,last_modified_by,charge_deduct_date,last_modified_date,service_block_date,account_holder_name,old_bank_account_id,account_owner_cbs_id,allow_foreign_currency_txn,updated_at
11,Y,1.0,2,"Row(member0=Timestamp('2022-03-21 03:15:21'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,144,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA6448124233335340,,331.0,N,,Y,,,,,Anushikha Saraswati Shrestha,,DLNIND2035752,,2024-08-07 07:05:19.210
12,D,1.0,2,"Row(member0=Timestamp('2022-03-21 03:35:50'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,145,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA7242713779079212,,331.0,N,,Y,,,,,Dipika Saraswati Adhikari,,DLNIND9611726,,2024-08-07 07:05:19.210
13,Y,1.0,2,"Row(member0=Timestamp('2022-03-21 03:35:57'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,146,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA5129878673917499,,331.0,N,,Y,,,,,HIMAL DAIRY PRODUCTS PVT. LTD.,,DLNLEG9370940,,2024-08-07 07:05:19.210
14,Y,1.0,2,"Row(member0=Timestamp('2022-03-21 03:47:56'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,147,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA2657278224353274,,331.0,N,,Y,,,,,MUSTANG CARPENTRY PVT. LTD.,,DLNLEG6450861,,2024-08-07 07:05:19.210
15,Y,1.0,2,"Row(member0=Timestamp('2022-03-21 03:55:57'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,148,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,ACCOUNT,Y,NPR,FA1587595161892639,,2.0,N,,Y,,"Row(member0=Timestamp('2023-08-27 11:22:27'), member1=None)",,,NEPAL AIRLINES LTD.,,DLNLEG6576494,,2024-08-07 07:05:19.210
17,Y,1.0,1,"Row(member0=Timestamp('2022-03-21 06:06:11'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,150,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CME,E,1,ACCOUNT,Y,NPR,FA6020817293434974,,1.0,N,,Y,,,,,Hemraj Bibek Karki,,DLNIND6686056,,2024-08-07 07:05:19.210
18,Y,1.0,2,"Row(member0=Timestamp('2022-03-23 21:51:04'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,151,"Row(member0=Timestamp('2022-01-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA5008571549131624,,331.0,N,,Y,,,,,PALPA HEALTHCARE PVT. LTD.,,DLNLEG8098419,,2024-08-07 07:05:19.210
19,Y,1.0,2,"Row(member0=Timestamp('2022-03-23 22:36:30'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,152,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CME,E,1,ACCOUNT,Y,NPR,FA9810919211311584,,331.0,N,,Y,,,,,Buddhiraj Bibek Thakuri,,DLNIND3744151,,2024-08-07 07:05:19.210
20,Y,1.0,2,"Row(member0=Timestamp('2022-03-24 00:14:22'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,153,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,ACCOUNT,Y,NPR,FA8171066629722318,,331.0,N,,Y,,,,,Buddhiraj Bibek Thakuri,,DLNIND3744151,,2024-08-07 07:05:19.210
21,Y,1.0,4,"Row(member0=Timestamp('2022-03-24 00:51:59'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",XXXXX,0,154,"Row(member0=Timestamp('2025-02-11 17:07:59'), member1=None)",Y,,Y,,CMD,E,1,ACCOUNT,Y,NPR,FA9872357283490938,Charge deduct Success,152.0,N,,Y,,"Row(member0=Timestamp('2024-02-11 17:07:59'), member1=None)",,,Abid Gopal Khadka,,DLNIND7445925,,2024-08-07 07:05:19.210
22,Y,1.0,2,"Row(member0=Timestamp('2022-03-24 01:15:14'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,155,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA9527324452322605,,331.0,N,,Y,,,,,Vawesh Lal Bhandari,,DLNIND5644007,,2024-08-07 07:05:19.210
23,Y,1.0,49,"Row(member0=Timestamp('2022-03-24 01:58:34'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,156,"Row(member0=Timestamp('2022-02-06 00:00:00'), member1=None)",Y,,Y,,CMD,E,1,ACCOUNT,Y,NPR,FA9001284726273525,Charge deduct Success,1.0,N,,Y,,"Row(member0=Timestamp('2024-02-04 16:03:02'), member1=None)",,,MUSTANG CARPENTRY PVT. LTD.,,DLNLEG6450861,,2024-08-07 07:05:19.210
24,Y,1.0,1,"Row(member0=Timestamp('2022-03-24 03:36:11'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,157,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CME,E,1,ACCOUNT,Y,NPR,FA1469165935828164,,1.0,N,,Y,,,,,MANANG HOSPITALITY PVT. LTD.,,DLNLEG9678391,,2024-08-07 07:05:19.210
25,Y,1.0,2,"Row(member0=Timestamp('2022-03-24 23:02:01'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,158,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA1857528018019354,,331.0,N,,Y,,,,,Sahil Bahadur Yadav,,DLNIND8738953,,2024-08-07 07:05:19.210
26,Y,1.0,2,"Row(member0=Timestamp('2022-03-24 23:07:11'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,159,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA3871138113569526,,331.0,N,,Y,,,,,BIRGUNJ CHEMICALS PVT. LTD.,,DLNLEG5022872,,2024-08-07 07:05:19.210
27,Y,1.0,1,"Row(member0=Timestamp('2022-03-25 23:32:12'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,160,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,ACCOUNT,Y,NPR,FA7930739808974703,,1.0,N,,Y,,,,,Prasanga Bishal Neupane,,DLNIND3263104,,2024-08-07 07:05:19.210
28,Y,1.0,1,"Row(member0=Timestamp('2022-03-26 04:52:29'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",XXXXX,0,161,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,ACCOUNT,Y,NPR,FA7474483400900345,,1.0,N,,Y,,,,,NEPAL AIRLINES LTD.,,DLNLEG6576494,,2024-08-07 07:05:19.210
29,Y,1.0,1,"Row(member0=Timestamp('2022-03-26 05:01:30'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,162,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CME,E,1,ACCOUNT,Y,NPR,FA2664662664400159,,1.0,N,,Y,,,,,NEPAL AIRLINES LTD.,,DLNLEG6576494,,2024-08-07 07:05:19.210
30,Y,1.0,1,"Row(member0=Timestamp('2022-03-27 23:17:56'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,163,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,ACCOUNT,Y,NPR,FA2085715034118759,,1.0,N,,Y,,,,,NEPAL AIRLINES LTD.,,DLNLEG6576494,,2024-08-07 07:05:19.210
31,Y,1.0,177,"Row(member0=Timestamp('2022-03-28 01:27:14'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,164,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA6331816547052275,,1.0,N,,Y,,,,,NEPAL AIRLINES LTD.,,DLNLEG6576494,,2024-08-07 07:05:19.210
32,Y,1.0,320,"Row(member0=Timestamp('2022-03-28 01:34:34'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,165,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA4669391728784622,,1.0,N,,Y,,,,,MYAGDI ENTERPRISES LTD.,,DLNLEG3286748,,2024-08-07 07:05:19.210
33,Y,1.0,320,"Row(member0=Timestamp('2022-03-28 01:35:47'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,166,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA8314657844563731,,1.0,N,,Y,,,,,NEPAL AIRLINES LTD.,,DLNLEG6576494,,2024-08-07 07:05:19.210
34,Y,1.0,320,"Row(member0=Timestamp('2022-03-28 01:36:00'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,167,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA1033345099266430,,1.0,N,,Y,,,,,NEPAL AIRLINES LTD.,,DLNLEG6576494,,2024-08-07 07:05:19.210
35,Y,1.0,320,"Row(member0=Timestamp('2022-03-28 01:42:54'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,168,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA8119659000961997,,351.0,N,,Y,,,,,NEPAL AIRLINES LTD.,,DLNLEG6576494,,2024-08-07 07:05:19.210
36,Y,1.0,320,"Row(member0=Timestamp('2022-03-28 01:44:25'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,169,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA1694051307041110,,351.0,N,,Y,,,,,NEPAL AIRLINES LTD.,,DLNLEG6576494,,2024-08-07 07:05:19.210
37,Y,9.0,24,"Row(member0=Timestamp('2022-03-28 01:58:49'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",XXXXX,0,170,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,ACCOUNT,Y,NPR,FA2948815257902016,,145.0,N,,Y,,,,,Sakhil Krishna Lama,,DLNIND3732980,,2024-08-07 07:05:19.210
38,Y,1.0,98,"Row(member0=Timestamp('2022-03-28 02:27:27'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,171,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA7577567600221814,,351.0,N,,Y,,,,,Duman Narayan Neupane,,DLNIND4568821,,2024-08-07 07:05:19.210
39,Y,1.0,333,"Row(member0=Timestamp('2022-04-07 03:09:39'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,172,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA7282864804356016,,351.0,N,,Y,,,,,Aavaas Ram Adhikari,,DLNIND3257367,,2024-08-07 07:05:19.210
40,Y,1.0,320,"Row(member0=Timestamp('2022-04-07 03:19:15'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,173,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA3490943421520608,,351.0,N,,Y,,,,,Adarsh Bhakta Lama,,DLNIND1255130,,2024-08-07 07:05:19.210
41,Y,1.0,49,"Row(member0=Timestamp('2022-04-07 03:37:03'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,174,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA2497356325397065,,351.0,N,,Y,,,,,Lucy Laxmi Regmi,,DLNIND5576304,,2024-08-07 07:05:19.210
42,Y,1.0,177,"Row(member0=Timestamp('2022-04-07 05:44:58'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,175,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA1724294588536202,,351.0,N,,Y,,,,,Lucy Laxmi Regmi,,DLNIND5576304,,2024-08-07 07:05:19.210
43,Y,1.0,300,"Row(member0=Timestamp('2022-04-07 10:27:45'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,176,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,ACCOUNT,Y,NPR,FA2906806183611612,,1.0,N,,Y,,,,,Lucy Laxmi Regmi,,DLNIND5576304,,2024-08-07 07:05:19.210
44,Y,1.0,330,"Row(member0=Timestamp('2022-04-07 23:06:13'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,177,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,ACCOUNT,Y,NPR,FA5696936326962284,,1.0,N,,Y,,,,,SUNSARI DIGITAL PVT. LTD.,,DLNLEG3194194,,2024-08-07 07:05:19.210
45,Y,1.0,98,"Row(member0=Timestamp('2022-04-07 23:10:08'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,178,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA1456048951351944,,351.0,N,,Y,,,,,SUNSARI DIGITAL PVT. LTD.,,DLNLEG3194194,,2024-08-07 07:05:19.210
46,Y,1.0,98,"Row(member0=Timestamp('2022-04-07 23:12:23'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,179,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CME,E,1,WALLET,Y,NPR,FA1256161460023772,,351.0,N,,Y,,,,,LUMBINI INTERNATIONAL PVT. LTD.,,DLNLEG3727146,,2024-08-07 07:05:19.210
47,Y,1.0,98,"Row(member0=Timestamp('2022-04-07 23:12:23'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,180,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CME,E,1,WALLET,Y,NPR,FA3278739873001156,,351.0,N,,Y,,,,,HIMALAYAN CONSULTANCY PVT. LTD.,,DLNLEG3169101,,2024-08-07 07:05:19.210
48,Y,1.0,98,"Row(member0=Timestamp('2022-04-07 23:12:24'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,181,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CME,E,1,WALLET,Y,NPR,FA5261363760465433,,351.0,N,,Y,,,,,HIMALAYAN CONSULTANCY PVT. LTD.,,DLNLEG3169101,,2024-08-07 07:05:19.210
49,Y,1.0,98,"Row(member0=Timestamp('2022-04-07 23:12:24'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,182,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CME,E,1,WALLET,Y,NPR,FA4748279358343888,,351.0,N,,Y,,,,,PATHIVARA LOGISTICS PVT. LTD.,,DLNLEG1805667,,2024-08-07 07:05:19.210
50,Y,1.0,98,"Row(member0=Timestamp('2022-04-07 23:12:24'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,183,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CME,E,1,WALLET,Y,NPR,FA2932557360230616,,351.0,N,,Y,,,,,PATHIVARA LOGISTICS PVT. LTD.,,DLNLEG1805667,,2024-08-07 07:05:19.210
51,Y,1.0,98,"Row(member0=Timestamp('2022-04-07 23:12:25'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,184,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CME,E,1,WALLET,Y,NPR,FA6960893976405332,,351.0,N,,Y,,,,,SUNSARI DIGITAL PVT. LTD.,,DLNLEG3194194,,2024-08-07 07:05:19.210
52,Y,1.0,98,"Row(member0=Timestamp('2022-04-07 23:12:26'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,185,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CME,E,1,WALLET,Y,NPR,FA1945516966733947,,351.0,N,,Y,,,,,SUNSARI DIGITAL PVT. LTD.,,DLNLEG3194194,,2024-08-07 07:05:19.210
53,Y,1.0,98,"Row(member0=Timestamp('2022-04-07 23:12:26'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,186,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CME,E,1,WALLET,Y,NPR,FA5809106809503348,,351.0,N,,Y,,,,,SHREE KRISHNA FOUNDATION NGO,,DLNLEG5063780,,2024-08-07 07:05:19.210
54,Y,1.0,1,"Row(member0=Timestamp('2022-04-07 23:53:58'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,187,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA6552847506759018,,351.0,N,,Y,,,,,SHREE KRISHNA FOUNDATION NGO,,DLNLEG5063780,,2024-08-07 07:05:19.210
55,Y,1.0,320,"Row(member0=Timestamp('2022-04-10 01:06:57'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,188,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA6348105713885520,,351.0,N,,Y,,,,,RUPA SAVINGS AND CREDIT COOPERATIVE LTD.,,DLNLEG5919852,,2024-08-07 07:05:19.210
56,Y,1.0,27,"Row(member0=Timestamp('2022-04-11 01:14:17'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,189,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,ACCOUNT,Y,NPR,FA4639328509056038,,2.0,N,,Y,,,,,RUPA SAVINGS AND CREDIT COOPERATIVE LTD.,,DLNLEG5919852,,2024-08-07 07:05:19.210
57,Y,1.0,48,"Row(member0=Timestamp('2022-04-11 01:19:13'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,190,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,ACCOUNT,Y,NPR,FA7828064375123164,,351.0,N,,Y,,,,,HIMALAYAN CONSULTANCY PVT. LTD.,,DLNLEG3169101,,2024-08-07 07:05:19.210
58,Y,1.0,57,"Row(member0=Timestamp('2022-04-11 02:09:32'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,191,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,ACCOUNT,Y,NPR,FA2534808628297082,,110.0,N,,Y,,,,,HIMALAYAN CONSULTANCY PVT. LTD.,,DLNLEG3169101,,2024-08-07 07:05:19.210
59,Y,1.0,64,"Row(member0=Timestamp('2022-04-11 03:24:09'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,192,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,ACCOUNT,Y,NPR,FA3686065403346037,,152.0,N,,Y,,,,,NEPAL AIRLINES LTD.,,DLNLEG6576494,,2024-08-07 07:05:19.210
60,Y,1.0,320,"Row(member0=Timestamp('2022-04-11 03:47:08'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,193,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA9624623246700202,,351.0,N,,Y,,,,,KALINCHOWK REAL ESTATE PVT. LTD.,,DLNLEG8980703,,2024-08-07 07:05:19.210
61,Y,1.0,35,"Row(member0=Timestamp('2022-04-11 04:27:57'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,194,"Row(member0=Timestamp('2025-02-04 10:51:05'), member1=None)",Y,,Y,,CMD,E,1,ACCOUNT,Y,NPR,FA6425349473399410,Charge deduct Success,319.0,N,,Y,,"Row(member0=Timestamp('2024-02-04 10:51:05'), member1=None)",,,KALINCHOWK REAL ESTATE PVT. LTD.,,DLNLEG8980703,,2024-08-07 07:05:19.210
62,Y,1.0,177,"Row(member0=Timestamp('2022-04-12 00:29:39'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,195,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,WALLET,Y,NPR,FA1712288551598786,,351.0,N,,Y,,,,,Kalyan Gopal Maharjan,,DLNIND1138256,,2024-08-07 07:05:19.210
63,Y,1.0,173,"Row(member0=Timestamp('2022-04-12 00:34:46'), member1=None)",Y,"Row(member0=Timestamp('2024-07-23 11:04:11'), member1=None)",,0,196,"Row(member0=Timestamp('2025-12-14 06:07:12'), member1=None)",Y,,Y,,CMD,E,1,ACCOUNT,Y,NPR,FA8047007950416641,,61.0,N,,Y,,,,,Kalyan Gopal Maharjan,,DLNIND1138256,,2024-08-07 07:05:19.210
